Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
SE,6.4396,1.1288,1.5129,0.3588,2.3699,1.1981,2.124,2.7003,5.034,1.5972,4.1614,2.8561,0.8632,0.7895,0.931,0.9267,1.7692,0.7492,0.4399,3.711,2.1504,0.8304,1.0302,2.2671,0.2642,0.6592,2.4347,1.3535,1.0057,0.6977,0.3266,0.464586,0.535414,0.06595,0.032634,0,833
SE,1.1502,1.8552,0.1066,0,1.6275,1.8495,1.6666,2.0749,1.244,2.5353,0.0192,1.7551,0.4381,0.2064,0.6386,1.0576,1.8809,0.5651,1.2423,0.8726,0.8083,0.9354,1.2306,1.064,0,0.3554,5.709,1.5055,6.1811,2.8503,0.745,0.545825,0.454175,0.112544,0.112544,0.733198,491
SE,0.8282,1.2275,0.5625,0,1.3677,1.5546,0.9634,1.3126,1.0963,1.6905,0.2681,1.3351,0.6188,0.3652,0.5542,0.7591,0.6544,1.1714,0.538,0.1537,1.1634,1.288,3.1794,1.4422,0.1141,0.4553,3.5867,0.3979,2.2861,0.2018,0.3073,0.577859,0.422141,0.055989,0.055989,0.193431,822
SE,1.7722,0.5187,0.5546,0,3.6969,2.2621,1.732,2.8307,3.4171,0.835,0.5564,2.0367,1.3436,1.343,0.7051,1.3643,1.6595,1.3148,0.872,1.8998,1.2485,0.6611,0.8401,1.8401,0.8501,0.9091,0.8482,1.7793,1.7706,0.7927,0.5468,0.536638,0.463362,0.200148,0.202871,0.040948,928
SE,3.9048,0.0693,0.6626,0,3.7173,2.5555,2.1031,4.4222,7.9682,3.2264,1.5766,3.1116,1.5753,1.5072,1.1044,0.9125,1.7324,1.3882,0.7776,4.5316,1.0423,1.0722,1.1706,2.7729,0.8879,1.5771,4.2793,0.7384,34.1435,2.2318,0.1062,0.469507,0.530493,0.039697,0.039698,0.054302,1197
SE,0,0.5677,0,0,0.2109,0.2243,0.0713,0.1695,0.1565,0,0,0.0993,0,0,0.0079,0.0978,0.1087,0,0,0.04,0.5848,0.9578,1.0541,0.0241,0,0,0.17,0,0.2178,0,0.0444,0.566624,0.433376,0.072428,0.052203,0.020699,773
SE,3.2787,0.0092,1.2885,0,4.8082,3.9434,2.1422,3.5753,2.9551,3.897,2.2467,2.0017,0.5611,0.6704,0.745,1.2952,1.9777,1.0574,1.0228,1.7388,3.2579,1.4495,1.7342,2.0394,0.2965,1.0841,3.5622,0.3651,5.7843,0,0.4078,0.516569,0.483431,0.307362,0.301914,0.204678,1026
SE,5.8591,0.5125,1.8097,0,6.8403,5.0053,1.786,5.8463,7.2432,2.2241,1.557,1.5799,1.4787,0.8513,0.9963,0.7577,1.2195,1.1343,0.8501,3.3022,0.9422,1.5556,0.7319,2.5465,0.6179,0.4207,11.2112,1.319,4.3161,7.0008,1.5536,0.454463,0.545537,0.395296,0.418707,0.287647,1109
SE,3.485,0.5025,0.3705,0,1.9729,1.0796,1.1831,2.2782,2.8172,2.7113,0.2301,2.3207,1.3931,0.8341,0.5395,1.0508,1.2105,1.4987,1.2371,1.3583,0.533,0.7608,0.8905,0.6849,0.2764,0.4347,0.2554,1.9591,1.3632,0.4007,0.4697,0.471992,0.528008,0.10319,0.10319,0.176349,964
SE,0.5481,0.9766,1.9089,0,1.2501,1.3879,0.6551,1.3749,1.8729,3.0966,5.9009,2.2037,1.7249,0.4316,0.5306,0.9092,0.7586,1.0096,0.7324,0.2519,1.1644,0.4303,4.0397,1.4532,0.0956,1.2107,3.0823,0.5395,10.7451,0.1255,0.2964,0.515773,0.484227,0.430481,0.46924,0.094637,634
SE,0.3936,1.2343,0,0,3.1895,1.4935,0.8215,2.038,1.657,1.1979,0.4893,1.3202,0.1947,1.0459,0.163,0.7419,1.8037,0.3701,0,1.4478,1.0405,0.4098,1.0989,0.5018,0,0,0.3767,0,0.5222,0,0.2157,0.542253,0.457746,0.260725,0.210523,0.160211,568
SE,0.566,1.6208,0.1482,0,3.4871,2.9052,1.8314,2.2995,1.1136,2.4002,1.2116,1.8438,0.3533,0.3373,0.8596,1.0908,1.0562,0.6551,0.3577,0.6785,1.4307,1.9984,2.5699,2.4043,0.4273,1.7269,3.6217,0.9497,0.9092,1.1982,0.8624,0.603696,0.396304,0.288169,0.288169,0.641684,974
SE,2.761,0.4088,1.3053,0.2802,4.245,4.8097,2.3834,8.0476,13.9702,4.3566,7.3405,2.9297,0.9645,0.8214,1.4498,1.2534,1.8627,1.0831,0.7346,2.6996,2.5875,1.8378,1.9596,5.0475,0.4306,0.9261,2.5581,0.5849,0.8661,1.2001,0.4724,0.526713,0.473287,0.199139,0.199142,0.2898,1853
SE,3.3164,0.3978,0.4012,0,6.1155,5.8703,3.3283,12.3776,30.2632,10.7788,5.5223,4.7213,2.0149,0.7711,1.8127,0.9201,1.4487,0.4464,0,2.8663,1.4792,2.6437,1.8127,6.9034,2.1286,0.7965,14.8116,0.9351,1.1297,9.3192,1.4735,0.485871,0.514129,0.199874,0.199901,0.263446,1097
SE,1.4655,1.0064,0.6086,0,3.1623,3.3772,1.7262,5.0434,3.4206,4.2914,1.654,2.3148,0.3574,0.429,0.803,1.0056,1.1329,0.8073,0.3269,2.524,3.8475,4.0711,4.1351,2.9477,0.2515,1.2273,5.7575,0.6353,0.3145,2.5487,1.0636,0.554295,0.445705,0.082334,0.081645,0.343598,1234
SE,0.7311,1.2804,0,0,0.3887,0.138,0.4815,0.3363,0.1242,0.3769,0.0797,0.3813,0,0,0,0.0721,0.217,0,0,0.2435,0.6926,0.7737,0.7355,0.0439,0,0.1329,0,0,0.0029,0.45,0,0.562219,0.437781,0.173357,0.173359,0.682159,667
SE,2.3464,0.4032,0.5927,0,3.4786,4.8536,2.4841,10.7857,12.4103,8.1839,2.0237,3.4129,1.3745,0.7504,1.0014,1.4441,2.8687,1.7702,0.6402,3.8656,1.7401,1.6622,1.849,3.4591,1.3167,0.3419,11.9418,0.8829,1.8038,1.1793,1.0449,0.508291,0.491709,0.109061,0.105329,0.180966,1387
SE,0.8395,2.0529,0.6337,0.0167,1.1272,1.8103,0.9885,1.1685,0.5595,1.2425,1.5948,0.701,0,0,0.1161,0.6442,1.4073,0.2039,0.2562,0.6816,2.4559,1.5086,1.9387,0.505,0,1.1566,0.263,0.0576,0.4764,0.4167,0.5505,0.599217,0.400783,0.182496,0.147212,0.617493,766
SE,1.8616,0.5433,0.8281,0.2618,0.7863,1.9147,1.2789,2.2299,2.1397,2.087,0.9747,1.3883,0.1356,0.0535,0.245,0.1877,1.0751,0.4179,0.6646,2.9109,4.9735,5.3229,4.1462,1.2391,0.1691,1.2615,0.204,0.1589,0.7797,1.0957,0.0848,0.508255,0.491745,0.397758,0.146071,0.704009,848
SE,1.1045,0.9324,0.3681,0,0.2654,0.5009,0.1373,0.2907,0.0199,0.3063,0,0.4099,0.5125,0.1257,0.1175,0.6641,0.3116,0.0044,0.0043,0.5321,0.0307,0.6021,0.6042,0.2169,0,0,0.3385,0.0036,0.0863,0.2384,0.4308,0.464,0.536,0.142333,0,0.736,125
SE,0.6226,1.1051,0.1451,0.0933,0.2793,0.3353,0.4766,0.3172,0.6879,0,0,1.0803,0.1822,0.1184,0.226,0.3566,0.8195,0.1229,0.0643,0.7368,0.814,0.4391,0.3428,0.3325,0.1623,0,13.4614,0,1.8223,1.8436,0.8328,0.533784,0.466216,0.038853,0.038401,0.331081,444
SE,3.2814,0.7931,0.5605,0.0008,3.5279,3.3682,2.4174,4.4964,4.1201,5.8292,5.4212,2.556,0.6517,1.1998,0.8438,1.3641,1.6035,1.3141,1.0861,2.6197,2.0174,1.1969,1.343,1.9434,1.0266,0.7755,1.98,1.8808,11.8108,2.1501,0.3744,0.522936,0.477064,0.032504,0.032504,0.198455,2071
SE,3.6358,0,4.9894,0.2634,1.7255,1.7416,1.4777,1.4522,0.8408,1.8359,2.2868,1.4333,0.328,0.5922,0.5214,0.9143,2.0123,1.1428,0.4113,1.8605,2.1694,1.8012,3.5933,1.2178,0.5305,2.5887,0.8789,0.1658,4.0636,0.6278,0.7095,0.530732,0.469268,0.182449,0.170996,0,1025
SE,10.2591,0.1094,7.994,0.0595,2.1664,1.2681,0.8941,1.3878,0.677,0.7393,3.6988,1.298,0.8302,0.2893,0.2174,0.7241,0.7214,1.0959,0.3159,2.836,0.8898,0.316,0.6769,0.2449,0,0.4647,0,0.4571,0,0.0643,0,0.449109,0.550891,0.504757,0.532635,0,786
SE,1.5704,1.6962,0.5258,0,1.3475,0.8145,1.2762,1.7092,1.9614,1.3879,1.2093,1.723,1.0405,0.2222,0.1581,1.2345,0.8333,0.9938,1.1585,0.7911,0.6918,2.3487,0.9298,0.804,0.2253,0.3215,4.4271,1.285,2.757,1.7285,0.3504,0.520562,0.479438,0.051553,0.052624,0.202608,997
SE,0.6343,0.0564,0.1355,0.2768,1.2142,0.3273,1.1925,1.1117,4.1008,0.5593,0,1.5225,0.819,0.7468,0.5096,0.5391,1.6336,0.5455,0.145,0.8055,1.2666,0.5795,0.8075,1.3176,0.3669,4.0847,0.8564,0,0,0.2134,0,0.469194,0.530806,0.251458,0.2149,0.184834,633
SE,3.1417,0.6289,0.6235,0,1.3264,1.1266,1.7487,1.7816,3.4216,1.4315,1.1474,2.5374,0.6684,1.389,0.543,1.0833,1.4091,1.1025,0.9844,0.9972,0.9977,1.4398,1.0168,2.0617,0.2085,1.2482,1.5924,0.1747,8.5379,1.0326,0.3157,0.485556,0.514444,0.222682,0.082209,0.136667,900
SE,0.9925,0.4899,0.024,0.0686,2.0437,1.8849,1.8264,2.4548,1.6795,2.764,0.0389,1.5046,0.8839,0.2935,0.4277,0.8862,1.153,0.3775,0.5998,1.3342,0.9929,1.354,1.2523,1.1412,0.0524,0.1365,2.3827,0.9603,1.4781,6.3838,1.3558,0.587242,0.412758,0,0,0.827392,1066
SE,0.0272,0.7467,0,0,0.4785,0.4137,0.2829,0.1744,0.4638,0.3311,0,0.5553,0.46,0.2557,0.4104,0.8016,0.9804,0.1795,0.3195,0.6605,1.856,3.0731,3.0039,0.959,0,0.8675,0.25,0.0084,4.0879,0.2818,0.2461,0.569474,0.430526,0.673167,0.701347,0.276842,950
SE,0.145,1.1473,0.5904,0,3.5592,3.712,2.0485,4.1753,2.8465,3.2591,0.459,3.0404,0.8666,0.4865,0.8667,1.9778,3.3382,1.0035,0.6753,0.4042,5.2047,3.162,7.7796,2.6195,0.7483,2.4815,0.8385,0.159,2.9203,0.3916,0.1991,0.60334,0.39666,0.704924,0.780938,0,958
SE,2.3802,0.8674,2.8428,0.1902,2.7668,2.1961,1.8737,2.7653,1.9617,1.8883,2.5004,1.1384,0.5924,1.4857,0.5036,0.8744,1.4975,1.07,0.4404,1.1989,0.7059,0.604,1.3246,0.7278,0.1187,0.5379,0.6921,0.261,0.3073,0.0609,0,0.537423,0.462577,0.48784,0.47343,0.057669,815
SE,0.7632,0.0745,4.5502,0.5389,2.8143,5.5055,2.6703,2.712,0.8864,2.0124,5.3514,2.0178,0.651,0.2637,0.4317,0.8252,1.7425,0.8035,0.6329,2.0541,5.9211,4.3815,3.2471,1.9874,0.3038,0.9097,1.064,0.5612,12.0546,6.6299,0.1315,0.584,0.416,0.279245,0.314322,0,1000
SE,0.8212,1.2855,0,0,2.8973,2.2791,1.2884,3.8401,12.459,4.9308,0.6291,2.5334,1.3039,0.6108,0.6484,1.2134,1.8004,0.6446,0.4228,1.4086,1.5219,0.9298,4.1481,1.4427,0.2461,0.7134,0.7095,0.5823,13.864,0.1273,0.2037,0.537709,0.46229,0.082769,0.082769,0.796089,716
SE,0.5645,1.6885,0.0937,0,2.1021,2.0694,1.2797,2.8956,1.9836,2.6653,0.9835,2.1633,1.1329,0.4639,0.7729,1.0407,1.7651,0.7616,1.0781,1.5337,1.692,1.9601,13.2879,2.0116,0.3788,1.4468,0.4226,1.2594,3.7867,0.4913,0.1489,0.56148,0.43852,0.128379,0.128385,0.90642,919
SE,2.9863,0.5049,1.6817,0.2888,5.7912,6.3927,3.109,10.3761,11.4414,7.0266,8.3504,2.7079,1.5124,0.6601,0.9232,1.564,2.0386,1.4287,0.7547,2.6928,2.1417,1.3677,6.8049,4.1271,0.6811,1.3687,7.009,0.4885,1.8031,2.6901,0.6046,0.51932,0.48068,0.115124,0.115126,0.352396,1294
SE,2.2984,0.3096,2.392,0,9.8588,14.0594,4.7886,20.2763,14.504,16.5347,9.779,4.7398,1.7996,0.9336,2.3438,1.4118,2.3352,0.4276,0.2147,2.4938,4.5735,3.8476,5.912,8.8739,3.6495,1.4879,11.1729,1.0045,2.0478,0.4266,1.4443,0.533623,0.466377,0.099177,0.09918,0.362256,922
SE,4.9101,0.7379,0.7631,0,7.4883,7.0857,3.0952,10.4556,10.803,4.9844,3.3876,3.1396,1.4969,2.219,1.2166,1.9859,1.7052,1.3317,0.557,3.0729,1.3163,0.8849,1.1735,3.7549,1.3668,1.4556,6.2631,1.3276,1.2718,0.4231,1.2285,0.501308,0.498692,0.11586,0.115862,0.438535,1147
SE,1.3239,0.782,0,0.0733,10.8288,12.4763,4.496,21.1498,27.701,19.0317,3.1971,5.6486,1.141,1.3147,2.5228,2.7507,2.9586,2.9187,0.8853,5.9107,2.276,3.0338,5.4989,8.4914,1.3722,3.3477,26.7302,2.4029,4.5584,21.127,2.18,0.508264,0.491736,0.059695,0.059695,0.341598,726
SE,0.7577,0.8673,0.0387,0.7527,3.3014,2.689,1.4255,5.8713,4.1417,2.5986,1.0028,2.8702,0.801,0.3027,0.6904,0.9386,1.894,0.4766,0.4175,3.5036,7.88,7.3926,10.5277,3.7479,0.1289,1.4817,1.3364,1.0146,9.7039,2.1148,0.7069,0.56203,0.43797,0.08234,0.082343,0.800752,1064
SE,0.5407,1.3193,0,0.4461,2.8702,0.8087,0.7174,2.7729,3.7564,2.0754,1.7768,0.948,0.0374,0,0.2225,0.0598,1.1337,0,0,2.9531,0.648,0.695,0.8413,0.5349,0,0,1.7738,0,3.832,0,0.2319,0.536785,0.463215,0.440261,0,0.880109,734
SE,1.1736,0.2393,0.7054,0.0356,4.3933,3.0971,2.199,4.914,3.2306,2.1686,3.2787,2.8941,0.7082,0.4554,0.9788,1.4107,1.5699,0.8214,0.5937,2.5632,3.8144,3.2622,5.4722,1.754,0.0647,0.9397,0.2155,0.157,1.3452,0,0.1794,0.555445,0.444555,0,0,0.891109,1001
SE,5.4737,2.1509,0.6379,0,4.0903,2.4378,3.3679,6.0109,8.6909,2.8455,4.4994,2.2755,1.622,0.5282,1.1604,1.3947,0.8153,0.8936,0.422,1.4752,0.6133,0.4836,0.6305,1.194,0.5116,0.2597,19.0402,1.6767,0.666,2.8749,1.4493,0.512855,0.487145,0.110187,0.110187,0.549391,739
SE,1.176,0.9203,0.8078,0.0651,2.3436,2.2632,2.0495,3.2268,1.6726,1.9803,9.8608,2.6808,0.9961,0.2113,0.5769,1.6178,2.1017,1.3652,1.2663,2.1926,2.3393,1.6406,2.8126,1.2841,0.106,1.3376,4.3016,0.3734,2.1353,1.6444,1.9607,0.564642,0.435358,0.186154,0.196785,0.170561,1284
SE,5.3024,0.6204,2.5011,0,2.4216,3.0392,1.5712,3.7555,2.4814,2.8635,3.8138,1.9871,1.0357,0.7113,0.5824,0.9737,1.8357,0.67,0.741,3.4337,0.9213,0.7202,1.2182,1.3711,0.469,0.4598,7.1923,0.8935,9.0026,0,0.8256,0.493072,0.506928,0.165587,0.191158,0.165704,1732
SE,0.9297,1.1664,0.1815,0,2.9779,2.4882,1.8357,3.7118,4.3009,3.0547,1.2454,2.8066,0.9696,0.6986,0.6537,1.761,1.4706,1.2644,0.9831,2.5407,1.7554,1.6133,2.063,2.0472,0.166,0.8817,1.5873,2.0912,7.7795,12.9546,0.3494,0.524779,0.475221,0.183565,0.195633,0.182301,1130
SE,2.2204,0.8963,0.7458,0.197,2.6931,1.5525,1.8017,2.7991,6.1626,1.7229,0.3531,3.1331,0.0456,0.7451,0.6258,0.765,0.3345,1.7799,0.7528,0.286,1.4907,1.3201,1.6917,1.4332,0.1406,0.8484,0.2375,0.4276,0.654,0.3122,0,0.493268,0.506732,0.231286,0.26439,0.072215,817
SE,0.8503,0.9972,0.1181,0,1.2191,1.3671,0.6664,1.5145,2.2587,1.4694,0.118,0.7068,0.9418,0.2778,0.2664,0.6958,1.1848,0.3623,0.0439,0.2847,0.6866,1.08,0.9156,0.5558,0.0827,0.3808,0.7372,0.2456,10.4251,0.1146,0.1698,0.527307,0.472693,0.156265,0.156267,1,531
SE,1.3414,1.2554,0.2335,0,5.9223,3.4545,2.1116,4.7275,1.8921,4.7395,2.6065,2.3775,1.0725,0.3413,0.6513,1.4812,2.2325,0.8282,0.9456,4.6083,3.8237,8.1192,5.7442,3.8335,0.3966,3.7196,0.8105,0.3479,3.6845,13.1731,1.2496,0.551188,0.448812,0.116857,0.11686,0.749386,1221
SE,1.913,1.3616,0.0473,0.5076,3.6937,1.211,1.0461,1.6504,1.7642,1.8643,1.2344,1.2037,0.2621,0.1883,0.3559,0.7902,0.8691,0.1619,0.4546,0.6366,0.6625,0.7378,1.5402,0.6822,0.491,0.2919,2.8182,0.0932,2.5533,0,0.4575,0.537407,0.462594,0.091108,0.091109,0.511222,802
SE,1.3328,1.5922,0.5688,0.6123,1.1888,0.9919,0.7803,1.1784,1.8514,1.6987,0.2359,1.9863,0.4001,0.4539,0.52,0.9764,1.0338,0.9799,0.5658,0.7222,0.5965,0.9744,0.6478,1.5592,0.1007,0.2855,2.4521,0.6561,0.5864,0.3804,0.1395,0.537275,0.462725,0.041672,0.041672,0.087404,778
SE,0.6631,0.6148,0,0.1922,0.4559,0.8952,0.3511,0.3265,0.3582,0.1135,0.0703,0.2773,0.1924,0.0082,0.118,0.1581,0.9416,0.257,0.1259,0.3344,0.5893,0.5509,2.0307,0.2877,0.0114,0.0521,0.7497,0.0107,0.8267,0.2568,0.1153,0.597433,0.402567,0.044688,0.044688,0.334889,857
SE,1.1769,0.6058,0.6159,0,0.6062,0.7706,0.6259,0.5386,0.8023,0.5028,0,0.5568,0.5351,0,0,0.7167,0.506,0.8242,0.1831,0.245,0.6687,0.8232,0.8801,0.3124,0.0481,0.1667,2.0716,0,0.0442,0,0.1333,0.555385,0.444615,0.057188,0.057188,0.28,650
SE,1.6887,1.1398,0.2861,0,1.6642,1.9406,1.8109,2.9423,2.6055,3.2786,0.1025,1.6801,0.6566,0.3784,0.9581,0.9072,1.4833,0.7056,0.3356,1.2259,1.0731,0.8476,1.5187,1.1773,0,0.4115,3.999,0.596,1.5051,0,0.5391,0.518195,0.481805,0.124006,0.124012,0.443959,687
SE,1.7471,0.2705,1.1756,0.3587,1.4312,2.2152,1.4996,2.5077,4.3501,4.7889,0.5606,1.9938,1.109,0.6991,0.8626,1.1876,1.9459,1.1447,0.7169,1.9747,2.6859,1.0517,1.5973,2.6751,0.09,2.5101,6.5072,0.8757,4.6864,1.9363,1.7458,0.52694,0.47306,0.403851,0.067472,0.383621,928
SE,0,0.766,0.0929,0.2313,0,0,0,0.171,0.0916,0,0,0.1887,0.1263,0.1138,0.2664,0.143,0.7616,0,0,0.659,0.4724,0.5267,1.2094,0,0,0.0308,0.2489,0.3975,0.9546,0,0.8396,0.49729,0.50271,0.037166,0.037166,0,738
SE,0.8529,1.1704,0.1583,0,3.915,2.5662,1.9039,3.8836,3.5448,3.1881,1.7077,2.0818,0.2483,0.481,0.8144,1.506,1.8726,1.5181,0.7862,1.8838,1.6755,1.8293,5.9147,2.0671,0.566,1.1496,0.7709,0.7576,20.0011,0.5051,0.7465,0.545455,0.454545,0.071796,0.071797,0.630303,825
SE,0.7625,1.4266,0.3435,0.1816,2.7293,2.715,1.9786,2.1435,1.1378,1.9668,2.2764,2.1414,0.7814,0.3607,0.819,2.2037,1.3788,0.5957,0.8906,2.4121,2.8726,2.7284,12.7814,1.7522,0.4583,4.5473,0.5592,2.8608,5.6562,0.2448,0.3043,0.556428,0.443572,0.145658,0.145659,0.415113,1019
SE,0.7205,0.8401,1.0708,0,3.0941,2.2643,1.4089,1.8361,0.9389,1.2778,2.8034,1.3167,0.5395,0.2247,0.5546,0.9989,2.2176,0.7811,0.1991,1.5041,3.756,2.555,4.3962,0.9789,0.2704,1.3138,2.1684,0.3724,0.9564,0.0953,0.5801,0.619643,0.380357,0.046729,0.046729,0.033929,1120
SE,1.0967,0,1.2687,0,2.9229,2.6131,1.4393,3.3792,6.0936,2.9503,4.2122,1.5154,0.376,0.3626,0.4903,0.9681,2.6782,0.3284,0.3457,4.2799,1.4613,1.1433,1.7268,2.4661,0.0675,1.5453,3.3344,0.5452,3.3184,0.2893,0.3264,0.556353,0.443647,0.127008,0.12701,0.264896,1393
SE,1.3134,0.706,0.085,0,7.5014,8.6744,2.1581,10.3911,9.434,8.4252,2.4627,2.7131,0.7261,0.4867,1.4818,1.2282,1.7451,0.975,0.2557,3.421,2.5484,2.7492,8.5099,5.0291,0.1849,1.841,6.6294,0.7783,11.9381,0.9182,1.3206,0.540541,0.459459,0.081428,0.078857,0.684966,1184
SE,1.6054,0.4372,0.0063,0,8.7911,5.3501,1.9537,9.6315,7.715,3.2353,0.8587,2.8872,0.8462,0.6262,1.4848,0.6593,2.0032,0.4906,0.0813,2.6498,1.3278,3.235,2.21,2.8865,0.0034,1.5515,14.9256,2.1442,8.9637,0.1827,0.9736,0.518939,0.481061,0.286721,0.163247,0.371212,528
SE,0.0946,0.2595,0,0,0.7978,0.7969,0.4658,0.2122,0.0712,0.4429,0,0.2938,0,0.1479,0.186,0.2455,0.6141,0.2016,0.1805,0.1631,0.6653,0.7356,0.8573,0,0,0.0907,0.3473,0.1771,0.1468,0.0668,0.1217,0.616708,0.383292,0,0,1,407
SE,1.107,2.1597,0.2747,0,11.9115,5.093,3.3111,7.3094,8.526,4.6005,3.8844,2.8676,0.9825,0.7897,1.1342,1.4919,2.3516,1.3691,1.1779,3.299,3.6143,5.1305,12.5653,3.6419,1.2363,7.6852,2.1283,0.8367,13.5228,0.584,0.6271,0.551292,0.448708,0.067063,0.067064,0.431734,1355
SE,0.8539,0.9897,0.0568,0,10.1941,8.3066,3.1903,7.4532,2.5861,5.3489,1.6433,2.4973,0.4846,0.2578,1.207,1.2534,2.0607,0.6036,0.5032,2.3115,2.7758,4.6752,4.4219,4.8577,3.146,0.8759,7.4164,0.5872,7.8003,9.5141,2.5815,0.586207,0.413793,0.078605,0.078605,0.454406,1305
SE,4.4559,1.1956,0.0937,0.0044,11.9987,10.5847,4.3737,9.0618,8.5906,8.5526,8.8706,3.9837,1.541,1.1123,1.3095,1.6607,1.4944,1.5723,0.8077,3.5939,4.6679,6.3573,5.8668,5.1692,1.5669,1.5918,7.4445,2.9046,3.6143,1.8318,3.0622,0.485826,0.514174,0.035534,0.035103,0.217986,1023
SE,1.0582,1.11,0.0448,0,2.7396,2.6217,1.3633,2.5735,0.0874,1.7286,0.34,1.4061,0.6452,0.4367,0.5112,0.9661,0.7943,0.4989,0.8879,1.8476,0.5852,0.8182,0.59,1.0193,1.1704,0.1607,3.8434,0.6144,3.7371,2.2999,0.0781,0.505556,0.494444,0.063237,0.063237,0.259722,720
SE,2.308,1.2173,0.0528,0.1781,3.1741,2.185,1.222,3.2419,5.6573,1.9254,1.1802,2.9718,1.2356,0.7189,0.7838,1.4678,0.7359,0.633,0.3896,1.4236,0.5674,0.6588,1.0136,1.6975,0,0.3619,2.3824,0.8723,1.3524,7.6812,0.2559,0.502816,0.497184,0.065377,0.065378,0.28399,1243
SE,0.2098,1.061,0,0,2.7966,2.082,0.8697,2.7949,2.8934,4.3091,0,1.118,0.254,0.4354,0.7712,0.7323,0.702,1.0894,0.5043,1.2221,0.7896,1.353,1.2663,0.9765,0,0.3713,4.7832,0.9887,2.6812,0,0.6845,0.574359,0.425641,0.24294,0.242953,0.914103,780
SE,5.6208,0.4974,1.6343,0,8.2481,4.1144,2.9314,8.547,17.2339,8.408,4.3958,3.2174,1.4711,1.2126,1.4677,0.9632,2.7464,1.8661,0.5591,4.6807,2.4829,2.096,3.0802,5.0906,0.5909,2.4633,4.5311,1.649,6.0724,1.9945,0.7096,0.480234,0.519766,0.261092,0.261093,0.187408,1366
SE,4.5983,0,0.6091,0,3.881,2.9397,2.2832,8.0192,12.6663,0.9552,2.6482,1.7905,1.4247,1.2839,0.3736,0.2445,0.7104,0.448,0,1.3309,0.473,0.2549,0.1488,1.4107,0.0248,0,0.8862,1.5782,0.7138,0,0,0.371105,0.628895,0.205331,0.205331,0.096317,353
SE,1.8487,1.0969,1.2845,0,2.0571,2.093,1.1025,2.6767,2.4516,2.4269,3.0118,1.3571,0.7897,0.3587,0.6352,1.0471,0.9688,0.7248,0.4706,0.7983,1.8788,2.1578,3.5464,1.9385,0.0135,0.8905,1.3803,0.4325,1.3494,0.6028,0.4434,0.568475,0.431525,0.432459,0.422869,0.014212,774
SE,2.0504,0.7706,1.1761,0.0218,2.9995,3.4712,1.3381,6.1279,9.9042,4.1539,7.794,2.3948,0.994,0.7293,0.5875,1.402,2.4678,1.2639,0.6896,1.9979,0.9916,2.8567,3.327,3.2922,0.7851,1.6629,2.5059,0.5983,1.8005,3.682,0.0766,0.535011,0.464989,0.383729,0.390467,0.027352,914
SE,1.569,1.351,0.5187,0,3.2914,3.3263,2.0096,4.0697,4.676,6.6152,4.3524,2.8488,1.8059,0.9712,1.06,2.3535,2.0301,2.2615,1.4182,1.5058,1.5668,0.9409,1.5844,2.3846,0.1971,0.6685,1.4146,1.8168,1.7289,0.2028,0.6097,0.51462,0.48538,0.207991,0.207991,0.597953,684
SE,4.7556,0.8176,0.1375,0,1.1465,1.6046,1.682,4.6933,10.6519,3.2775,1.8643,4.29,2.5716,1.6008,1.1776,1.1817,1.4726,1.3149,1.4583,1.9284,3.5801,1.6773,4.0393,3.7285,0.2697,1.2184,19.0147,1.3954,3.4015,0.4867,2.3337,0.453858,0.546142,0.192405,0.220632,0.072617,661
SE,0.9119,0.5182,0.4707,0.0215,0.6801,0.6731,0.5998,1.1361,1.5178,1.5947,0.2524,1.0853,0.7011,0.47,0.4762,0.9212,0.7426,0.7499,0.5528,0.4854,2.0915,1.5441,1.1628,0.7634,0,0.4965,0.7172,0.3845,0.4527,4.056,0,0.498216,0.501784,0.412378,0.407468,0,1401
SE,4.3554,1.0961,0.8828,0.0827,1.8331,2.3968,1.9229,3.5585,3.7579,4.353,1.0206,2.6421,1.3739,1.0263,0.5389,0.973,0.6471,0.7778,0.7879,1.4146,3.225,2.3336,1.5923,2.1454,0.5026,3.1592,2.5618,1.215,10.1847,12.3058,0,0.456946,0.543054,0.379398,0.42136,0.036739,871
SE,1.6785,1.0291,0.7196,0.3591,1.7046,1.8505,1.9413,2.4201,3.6584,4.2046,1.3811,2.5051,0.4433,0.6887,0.5482,0.8421,0.9109,0.8985,0.3777,1.2184,1.3717,1.6123,2.378,2.224,0.128,0.3343,5.3036,0.3571,3.0035,0.7173,0.7507,0.519084,0.480916,0.163902,0.163902,0.638359,1048
SE,4.4267,0.0521,3.7526,0.1716,4.2931,4.3552,2.3155,7.0907,8.7967,5.1706,10.3527,3.8296,1.5465,1.0963,0.7559,0.7867,1.1862,0.8997,0.3503,5.3242,1.0244,1.7661,0.7529,2.4925,2.2375,0.4982,1.9407,3.4488,1.7299,19.4868,0.1419,0.448529,0.551471,0.171036,0.171037,0.136765,1360
